State,District,delta_confirmed,delta_deceased,delta_recovered,delta_vaccinated1,delta_vaccinated2,delta_tested,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_vaccinated1,delta7_vaccinated2,delta7_tested,meta_population,total_confirmed,total_deceased,total_recovered,total_vaccinated1,total_vaccinated2,total_tested
TG,Mancherial,0,0,0,65,27,0,0,0,0,22489,15600,0,807037,0,0,0,480069,170258,0
TG,Medak,0,0,0,704,589,0,0,0,0,34422,25162,0,767428,0,0,0,458648,140778,0
TG,Medchal Malkajgiri,0,0,0,5804,8370,0,0,0,0,54568,93893,0,2542203,0,0,0,2149958,1317832,0
TG,Mulugu,0,0,0,71,85,0,0,0,0,4190,10660,0,294671,0,0,0,186104,76648,0
TG,Nagarkurnool,0,0,0,730,18,0,0,0,0,30265,5469,0,893308,0,0,0,464888,106589,0
TG,Nalgonda,0,0,0,859,448,0,0,0,0,105864,33747,0,1631399,0,0,0,891308,254218,0
TG,Narayanpet,0,0,0,585,48,0,0,0,0,14266,3428,0,566874,0,0,0,288388,50219,0
TG,Nirmal,0,0,0,744,255,0,0,0,0,16044,8396,0,709415,0,0,0,378315,130107,0
TG,Nizamabad,0,0,0,276,42,0,0,0,0,67852,21328,0,1534428,0,0,0,858574,250862,0
TG,Peddapalli,0,0,0,79,40,0,0,0,0,18954,19908,0,795332,0,0,0,463510,201940,0
TG,Rajanna Sircilla,0,0,0,10,100,0,0,0,0,7398,17056,0,546121,0,0,0,372065,144680,0
TG,Ranga Reddy,0,0,0,217,1168,0,0,0,0,76853,93482,0,2551731,0,0,0,2348542,1291404,0
TG,Sangareddy,0,0,0,7628,3083,0,0,0,0,77693,32539,0,1527628,0,0,0,851395,299316,0
TG,Siddipet,0,0,0,197,187,0,0,0,0,35164,25015,0,993376,0,0,0,582450,242462,0
TG,Suryapet,0,0,0,20,1,0,0,0,0,38975,24793,0,1099560,0,0,0,610724,208278,0
TG,Unknown,121,1,183,0,0,0,1189,9,1121,0,0,0,0,671463,3956,663498,0,0,0
TG,Vikarabad,0,0,0,111,12,0,0,0,0,20014,5848,0,881250,0,0,0,427669,87989,0
TG,Wanaparthy,0,0,0,243,119,0,0,0,0,13905,10313,0,751553,0,0,0,289412,81870,0
TG,Warangal Rural,0,0,0,2416,1350,0,0,0,0,25045,13208,0,716457,0,0,0,342881,105289,0
TG,Warangal Urban,0,0,0,42,101,0,0,0,0,21854,63907,0,1135707,0,0,0,687410,418947,0
TG,Yadadri Bhuvanagiri,0,0,0,4429,739,0,0,0,0,38752,28567,0,726465,0,0,0,463854,223506,0
TN,Airport Quarantine,0,0,0,0,0,0,1,0,1,0,0,0,0,2113,2,2107,0,0,0
TN,Ariyalur,5,0,3,1127,3941,0,35,1,44,19203,29689,0,752481,16854,261,16548,475390,157166,18285
TN,Chengalpattu,83,2,93,3145,3415,0,627,5,706,26704,39438,0,2556244,171777,2506,168327,1337641,604784,51771
TN,Chennai,118,4,143,4126,8535,0,880,12,1093,52515,124932,0,7100000,554672,8546,544701,4532809,2671294,2667777
TN,Coimbatore,120,1,126,770,2853,0,869,15,988,20971,79387,0,3472578,246780,2416,243070,2717202,1205484,102107
TN,Cuddalore,16,0,18,9299,22186,0,129,0,132,51773,101735,0,2600880,64085,867,62997,1529591,646400,36434
TN,Dharmapuri,16,0,21,811,1674,0,110,1,161,13388,27153,0,1502900,28425,274,27957,770955,279901,163803
TN,Dindigul,9,0,7,321,1040,0,58,1,51,19630,57260,0,2161367,33099,645,32348,1236504,493453,27800
TN,Erode,68,2,94,244,899,0,477,4,573,16741,46724,0,2259608,104303,686,102836,1370925,552624,66240
TN,Kallakurichi,14,0,23,4089,7322,0,66,0,118,22603,52087,0,1370281,31364,210,31056,696213,299822,28314
TN,Kancheepuram,30,0,37,679,1040,0,225,2,259,13961,24360,0,1166401,74970,1258,73386,663206,250181,37505
TN,Kanyakumari,17,0,12,431,1276,0,120,0,102,17732,51185,0,1863178,62362,1048,61112,1100888,450620,79600
TN,Karur,20,0,16,74,834,0,136,1,90,5882,32339,0,1076588,24091,356,23523,626136,289120,17190
TN,Krishnagiri,16,0,19,404,1731,0,134,1,160,15883,37027,0,1883731,43570,348,43036,1040491,407695,14284
TN,Madurai,13,0,17,1060,2012,0,99,3,122,26340,42498,0,3991038,75215,1172,73853,1500331,583138,97279
TN,Mayiladuthurai,3,0,10,0,0,0,41,0,80,0,0,0,901000,23280,316,22878,0,0,0
TN,Nagapattinam,16,1,20,273,953,0,97,10,121,8662,23176,0,1614069,21074,346,20561,813495,289588,20984
TN,Namakkal,43,0,51,168,442,0,315,2,397,12694,28265,0,1721179,52245,498,51253,987830,397079,24758
TN,Nilgiris,20,2,25,71,1092,0,124,3,220,1613,31952,0,735071,33566,212,33164,501986,343811,45839
TN,Perambalur,2,0,5,383,2161,0,26,0,27,4307,17440,0,564511,12067,243,11790,326872,136491,7981
TN,Pudukkottai,12,0,8,554,2862,0,75,2,68,10691,34202,0,1918725,30183,416,29627,827320,314780,20835
TN,Railway Quarantine,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,428,0,0,0
TN,Ramanathapuram,3,0,6,852,2329,0,25,0,55,9961,32447,0,1337560,20564,357,20158,660673,280037,23389
TN,Ranipet,14,0,14,506,485,0,69,2,73,10793,13744,0,1210277,43436,775,42557,557267,174051,20118
TN,Salem,62,1,67,396,2125,0,427,3,442,25814,66134,0,3480008,99893,1685,97619,1925084,791376,79660
TN,Sivaganga,13,0,9,195,564,0,82,0,78,10170,31816,0,1341250,20195,206,19854,726010,287468,25824
TN,Tenkasi,4,0,4,291,446,0,25,0,14,16935,21454,0,1407627,27357,484,26834,736882,233177,26338
TN,Thanjavur,37,0,59,12155,2378,0,310,6,428,49025,31228,0,2402781,75352,972,73874,1224986,486660,67445
TN,Theni,1,1,5,379,1536,0,15,1,23,11199,33309,0,1243684,43571,521,43018,660187,304832,45839
TN,Thiruvallur,28,0,55,2328,4382,0,252,3,396,25332,47695,0,3725697,119370,1842,117138,1425728,563426,67948
TN,Thiruvarur,23,2,22,291,624,0,170,5,253,13453,29614,0,1268094,41461,442,40760,630274,246969,67445
TN,Thoothukkudi,11,1,9,11497,1612,0,85,1,90,46323,22453,0,1738376,56304,409,55757,984706,328797,49288
TN,Tiruchirappalli,37,0,49,2445,892,0,302,5,334,32150,48874,0,2713858,77534,1059,76038,1468456,636356,92586
TN,Tirunelveli,11,1,13,940,627,0,93,1,125,22582,19904,0,1665253,49374,432,48812,815687,275985,54208
TN,Tirupathur,10,0,8,311,525,0,50,0,66,11111,24743,0,1111812,29301,625,28600,541496,205219,23998
TN,Tiruppur,69,1,53,133,443,0,504,5,537,20414,50762,0,2471222,95405,979,93683,1671392,611015,36301
TN,Tiruvannamalai,18,0,28,4455,10228,0,120,0,158,31415,73235,0,2468965,54968,667,54122,1270049,533376,76170
TN,Vellore,12,0,15,953,1825,0,117,1,139,18978,31716,0,1614242,49864,1131,48564,763735,336366,47936
TN,Viluppuram,10,0,11,12953,11812,0,79,1,83,53748,67153,0,2093003,45857,356,45382,1085842,444502,52064
TN,Virudhunagar,5,0,8,1007,3437,0,38,0,45,16628,50467,0,1943309,46294,548,45687,1072788,505098,28620
TR,Dhalai,0,0,0,5,531,0,1,0,2,264,11234,0,377988,7037,35,7000,258334,164654,61582
TR,Gomati,0,0,0,0,1,0,8,0,3,319,9611,0,436868,8134,74,8043,279099,161408,47437
TR,Khowai,2,0,0,0,0,0,3,0,0,373,5866,0,327391,4559,54,4500,202148,111955,24046
TR,North Tripura,2,0,0,0,0,0,4,0,8,352,4099,0,415946,7250,34,7199,283802,190594,100931
TR,Sipahijala,0,0,0,0,9,0,8,0,4,451,10397,0,484233,6360,75,6273,330932,211903,53067
TR,South Tripura,1,0,0,0,1,0,4,0,1,267,5639,0,433737,10168,53,10104,303987,209259,83030
TR,Unokoti,1,0,0,0,5,0,4,0,3,762,10307,0,277335,8609,68,8530,173390,101178,34930
TR,West Tripura,6,0,2,5,13,0,55,0,41,1366,17141,0,917534,32351,420,31817,676784,470030,202939
UP,Agra,0,0,0,178,265,0,0,0,2,23657,42953,0,4380793,25765,457,25308,2172907,746386,491361
UP,Aligarh,0,0,0,9,25,0,0,0,0,34650,57576,0,3673849,21280,108,21172,1589498,498586,482825
UP,Ambedkar Nagar,0,0,0,138,145,0,1,0,0,21528,32042,0,2398709,5040,152,4885,1135268,349925,123151
UP,Amethi,0,0,0,165,11,0,0,0,2,19777,37617,0,2549935,9972,143,9828,1015454,375261,267014
UP,Amroha,0,0,0,6,8,0,0,0,0,16080,23048,0,1838771,16616,203,16412,871164,265607,254038
UP,Auraiya,0,0,0,0,0,0,0,0,0,6878,16443,0,1372287,10090,203,9887,614711,180775,107079
UP,Ayodhya,0,0,0,217,452,0,0,0,1,26036,37279,0,2468371,16919,290,16629,1270889,418182,376735
UP,Azamgarh,0,0,0,1764,3111,0,2,0,0,41754,63205,0,4616509,17906,228,17675,2165409,643824,12474
UP,Baghpat,0,0,0,10,52,0,0,0,0,7829,24151,0,1302156,9132,141,8991,692255,337171,327192
UP,Bahraich,0,0,0,648,1565,0,0,0,0,54069,106010,0,2384239,11549,178,11371,1752196,642554,308225
UP,Ballia,0,0,0,86,170,0,0,0,0,29248,48334,0,3223642,21610,234,21376,1433455,388341,267420
UP,Balrampur,1,0,0,747,630,0,2,0,0,21033,56322,0,2149066,7494,138,7354,995084,438892,276237
UP,Banda,0,0,0,486,432,0,1,0,0,38560,36938,0,1799541,10992,158,10832,795903,236840,303185
UP,Barabanki,0,0,0,11,44,0,1,0,0,51121,59870,0,3257983,19850,225,19624,1589704,448292,147422
UP,Bareilly,0,0,0,6458,255,0,1,0,1,68245,64148,0,4465344,44028,377,43650,2221830,749751,465209
UP,Basti,1,0,0,3555,4769,0,2,0,0,24797,39395,0,2461056,11717,330,11385,1189235,399451,296570
UP,Bhadohi,0,0,0,6,7,0,0,0,1,15479,20211,0,1554203,7720,163,7557,793094,244431,119023
UP,Bijnor,0,0,0,-1,1,0,0,0,0,27491,53680,0,3683896,14794,126,14668,1756682,600482,312985
UP,Budaun,0,0,0,581,417,0,0,0,0,53729,43678,0,3712738,14941,98,14843,1408673,364360,224207
UP,Bulandshahr,0,0,0,2,46,0,0,1,0,18195,42644,0,3498507,20215,243,19972,1647985,646236,269090
UP,Chandauli,0,0,0,192,395,0,0,0,1,19998,31247,0,1952713,16208,356,15852,939599,238646,211249
UP,Chitrakoot,0,0,0,329,536,0,0,0,0,13007,16383,0,990626,7110,79,7031,447303,129157,234060
UP,Deoria,0,0,0,81,167,0,0,0,0,29495,67895,0,3098637,20223,220,20003,1597034,537293,304520
UP,Etah,0,0,0,475,170,0,0,0,0,16622,25756,0,1761152,9968,99,9868,788675,213371,263295
UP,Etawah,0,0,0,873,984,0,0,0,0,52312,35349,0,1579160,13933,293,13640,708258,253661,297761
UP,Farrukhabad,0,0,0,81,439,0,1,0,0,15703,28433,0,1887577,10348,194,10153,833824,229745,231856
UP,Fatehpur,0,0,0,53,168,0,1,0,0,13675,42615,0,2632684,6814,139,6674,1246314,410120,82928
UP,Firozabad,0,0,0,5881,3105,0,0,0,0,66838,47728,0,2496761,8720,135,8585,1005224,328351,322656
UP,Gautam Buddha Nagar,1,0,2,100,816,0,6,0,13,22023,43162,0,1674714,63353,467,62876,1799728,974353,675396
UP,Ghaziabad,1,0,0,3698,4330,0,3,0,2,47837,71692,0,4661452,55673,461,55207,2247039,1071908,712611
UP,Ghazipur,0,0,0,241,524,0,0,0,2,22615,43797,0,3622727,21641,282,21359,1690195,509886,265737
UP,Gonda,0,0,0,40,1698,0,0,0,0,22042,51150,0,3431386,12282,266,12016,1604382,555773,241234
UP,Gorakhpur,0,0,1,96,377,0,1,0,4,33169,69539,0,4436275,59439,848,58588,2347051,889085,480536
UP,Hamirpur,0,0,0,3,0,0,0,0,0,11985,14350,0,1104021,5232,102,5130,561456,185949,240382
UP,Hapur,0,0,0,127,307,0,0,0,2,15823,21964,0,1338211,12638,217,12421,658863,254519,299725
UP,Hardoi,0,0,0,221,594,0,0,0,0,29546,66612,0,4091380,13755,349,13406,1852490,537647,224784
UP,Hathras,0,0,0,0,1,0,0,0,0,16507,25542,0,1565678,2920,43,2877,701190,234481,260525
UP,Jalaun,0,0,0,18,30,0,3,0,0,14119,21614,0,1670718,11687,202,11482,819651,251406,221719
UP,Jaunpur,0,0,0,209,3689,0,0,0,2,41689,67101,0,4476072,22584,235,22349,2189622,667013,322824
UP,Jhansi,1,0,0,14,14,0,1,0,0,10719,25914,0,2000755,36556,663,35892,1132511,379818,312540
UP,Kannauj,0,0,0,82,431,0,0,0,0,24440,44639,0,1658005,9231,114,9115,755119,257048,124019
UP,Kanpur Dehat,0,0,0,47,85,0,0,0,0,27985,38783,0,1795092,6197,110,6087,923661,290898,344697
UP,Kanpur Nagar,0,0,0,38,96,0,3,0,1,64788,66517,0,4572951,82933,1905,81024,2251558,859280,685820
UP,Kasganj,0,0,0,51,29,0,0,0,0,8148,13675,0,1438156,4250,53,4197,608818,147948,271969
UP,Kaushambi,0,0,0,94,35,0,1,0,0,38263,28403,0,1596909,4424,70,4353,760960,218775,207064
UP,Kushinagar,0,0,0,211,585,0,0,0,0,16785,46465,0,3560830,15617,228,15389,1632782,458054,314772
UP,Lakhimpur Kheri,0,0,0,1183,1370,0,1,0,0,46453,51586,0,4013634,24410,292,24117,1829019,382178,368533
UP,Lalitpur,0,0,0,4,8,0,1,0,0,8010,13539,0,1218002,12742,128,12613,627553,143519,21781
UP,Lucknow,0,0,0,10826,11083,0,10,0,10,69404,107763,0,4588455,238839,2651,236165,3106658,1488333,1237583
UP,Maharajganj,0,0,0,53,316,0,0,0,0,20643,36312,0,2665292,12440,140,12300,1283534,372559,334716
UP,Mahoba,0,0,0,10,9,0,0,0,0,4765,8960,0,876055,4268,86,4182,444352,148388,142992
UP,Mainpuri,0,0,0,647,1354,0,0,0,0,31507,37443,0,1847194,10028,182,9846,860461,219990,228496
UP,Mathura,0,0,0,63,164,0,1,0,1,10807,23027,0,2541894,20297,402,19893,1207578,418117,198379
UP,Mau,0,0,0,787,453,0,1,0,1,25202,32390,0,2205170,8333,80,8252,1017497,307052,281445
UP,Meerut,1,0,0,25,79,0,13,0,3,25100,57600,0,3447405,69480,898,68567,1764744,842448,798404
UP,Mirzapur,0,0,1,787,419,0,0,0,1,24968,41785,0,2494533,11088,116,10972,1335308,462157,312764
UP,Moradabad,0,0,1,3951,2357,0,0,0,1,52013,39070,0,4773138,39102,349,38752,1390249,443211,400459
UP,Muzaffarnagar,0,0,0,979,707,0,1,0,0,15476,38924,0,4138605,31009,269,30737,1264005,467387,161704
UP,Pilibhit,0,0,0,2,1,0,0,0,0,9611,17989,0,2037225,11032,193,10838,978332,256931,291538
UP,Pratapgarh,0,0,0,1796,1482,0,0,0,0,40603,47832,0,3173752,16038,163,15875,1480021,456869,100500
UP,Prayagraj,0,0,1,17,48,0,1,0,6,75719,79660,0,5959798,78699,1088,77609,2731341,862244,729300
UP,Rae Bareli,0,0,0,576,429,0,0,0,0,33906,46996,0,3404004,17104,343,16761,1436175,344694,387408
UP,Rampur,0,0,0,3,1,0,2,0,0,23526,28753,0,2335398,11826,148,11676,989666,250420,274288
UP,Saharanpur,0,0,0,6,17,0,0,0,0,19216,33326,0,3464228,32730,420,32309,1638111,576986,266387
UP,Sambhal,0,0,0,1708,411,0,0,0,0,27630,23914,0,2217020,9438,106,9331,893786,204352,309333
UP,Sant Kabir Nagar,0,0,0,82,202,0,0,0,0,44511,26920,0,1714300,8159,98,8061,799506,195105,292606
UP,Shahjahanpur,0,0,0,3563,969,0,0,0,0,185421,79519,0,3002376,20361,444,19916,1743273,538827,437195
UP,Shamli,0,0,0,24,14,0,0,0,0,12602,16389,0,1274815,12976,45,12931,604968,206438,246597
UP,Shrawasti,0,0,0,37,120,0,0,0,0,7342,17808,0,1114615,4388,35,4353,515155,181654,221566
UP,Siddharthnagar,0,0,0,250,2209,0,0,0,0,18746,53973,0,2553526,9373,100,9273,1225133,479630,295047
UP,Sitapur,0,0,0,81,197,0,0,0,0,33825,52112,0,4474446,12398,185,12211,2139996,497241,289473
UP,Sonbhadra,0,0,0,200,157,0,0,0,0,21438,24430,0,1862612,16807,251,16556,812891,236871,306175
UP,Sultanpur,0,0,0,2,18,0,0,0,0,14962,31247,0,3790922,14915,138,14777,1178195,370998,309395
UP,Unnao,0,0,0,201,948,0,0,0,0,26506,41790,0,3110595,15011,254,14757,1554190,420513,298886
UP,Varanasi,0,0,0,159,441,0,2,0,1,38187,55104,0,3682194,85501,971,84528,2109381,843905,595510
UT,Almora,0,0,0,37,416,0,7,0,7,729,10440,0,621927,12190,196,11378,378242,215715,84443
UT,Bageshwar,0,0,0,75,1286,0,1,0,0,371,6323,0,259840,5764,60,5678,183447,131244,55626
UT,Chamoli,0,0,0,13,268,0,4,0,4,822,11652,0,391114,12242,62,11972,273850,191420,90390
UT,Champawat,1,0,0,44,613,0,3,0,0,754,6007,0,259315,7603,53,7358,183354,119870,95068
UT,Dehradun,3,0,4,308,3611,0,30,0,24,5963,49795,0,1698560,112363,3521,108137,1465464,793803,401496
UT,Haridwar,1,0,0,224,1907,0,10,1,8,3960,52191,0,1927029,51498,1019,49096,1456257,635360,369542
UT,Nainital,0,0,3,31,288,0,10,0,14,2285,16850,0,955128,39232,944,38140,722854,398680,204422
UT,Pauri Garhwal,0,0,0,25,108,0,3,0,5,2116,14253,0,686527,17686,315,16668,431320,229262,138878
UT,Pithoragarh,0,0,1,89,609,0,3,0,6,930,10608,0,485993,10260,181,9962,318644,183765,72686
UT,Rudraprayag,0,0,1,30,326,0,0,0,3,416,6212,0,236857,8800,106,8535,170911,113480,52378
UT,Tehri Garhwal,0,0,0,12,120,0,0,0,0,2235,15658,0,616409,15835,108,14827,381493,206527,105111
UT,Udham Singh Nagar,0,0,0,167,3581,0,0,0,3,3588,48283,0,1648367,37875,761,36315,1277738,518326,337292
UT,Uttarkashi,0,0,0,12,83,0,4,0,0,1063,9910,0,329686,12548,74,12129,234425,160687,120026
WB,Alipurduar,4,0,5,579,1298,0,31,0,35,38488,29790,0,1700000,15589,102,15441,949775,353666,0
WB,Bankura,30,0,21,38854,5692,0,161,1,133,220390,76120,0,3596292,36313,274,35839,2245147,706177,0
WB,Birbhum,20,0,20,6911,2868,0,176,0,102,99629,84919,0,3502387,41197,286,40727,2152966,846286,0
WB,Cooch Behar,10,0,13,3386,395,0,77,0,93,122592,26214,0,2822780,29275,97,29060,1444232,421663,0
WB,Dakshin Dinajpur,14,0,16,724,998,0,111,1,108,53398,21657,0,1670931,17889,170,17573,1063493,363056,0
WB,Darjeeling,23,0,31,945,1844,0,189,1,214,21148,69087,0,1842034,57143,539,56326,1324555,664306,0
WB,Hooghly,58,0,74,41006,9034,0,472,2,497,274722,105570,0,5520389,86300,990,84650,3368156,1343978,0
WB,Howrah,73,0,73,14299,4502,0,518,2,473,207351,95203,0,4841638,98757,1524,96567,2905925,1254076,0
WB,Jalpaiguri,16,1,17,9642,3130,0,102,6,120,53967,63773,0,3869675,41982,572,41256,1144138,410719,0
WB,Jhargram,3,0,5,477,700,0,25,0,39,39020,19553,0,1136548,12135,27,12063,714456,211586,0
WB,Kalimpong,2,0,4,8,429,0,18,0,28,513,10626,0,251642,7036,54,6950,180713,124420,0
WB,Kolkata,274,6,244,334,1626,0,1843,25,1553,36977,206020,0,4486679,322541,5152,315146,4784084,3039486,0
WB,Malda,32,0,8,2191,1771,0,77,0,51,227391,55976,0,3997970,33406,186,33121,2029144,590497,0
WB,Murshidabad,5,0,8,17667,1587,0,48,1,40,621102,86224,0,7102430,33993,328,33605,3952659,976111,0
WB,Nadia,31,1,48,15875,1863,0,302,8,326,251739,89327,0,5168488,73333,859,72054,2798942,884320,0
WB,North 24 Parganas,144,6,147,5231,7658,0,1066,27,961,235852,241201,0,10082852,329257,4833,323097,6547702,2720315,0
WB,Other State,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,63,0,0,0
WB,Paschim Bardhaman,32,0,25,286,786,0,213,1,149,94473,72103,0,2882031,57778,356,57184,1789611,677747,0
WB,Paschim Medinipur,26,0,28,6512,1457,0,181,1,198,270458,66132,0,5094238,53581,507,52820,2758576,877978,0
WB,Purba Bardhaman,16,0,25,17168,4002,0,147,2,176,260764,51741,0,4835532,42005,198,41588,2596246,859528,0
WB,Purba Medinipur,16,0,17,5370,2226,0,94,1,120,71724,144185,0,4417377,63098,397,62549,3560589,1471674,0
WB,Purulia,2,0,3,13266,1866,0,17,0,21,159111,40922,0,2927965,19419,113,19283,1679941,492310,0
WB,South 24 Parganas,75,1,74,7086,3270,0,542,5,470,310444,169231,0,8153176,100957,1336,98950,4850898,1832073,0
WB,Uttar Dinajpur,8,0,7,0,0,0,43,2,46,130243,44686,0,3000849,19858,238,19559,1341457,436182,0
